frame_idx,track_id,class_name,x1,y1,x2,y2
736,1,car,674.4,684.1,726.1,713.3
736,2,car,563.1,659.7,616.1,692.5
737,1,car,677.5,686.1,728.0,713.6
737,2,car,564.6,659.8,617.7,692.7
738,1,car,679.1,686.1,731.2,714.0
738,2,car,565.0,659.2,619.5,692.9
739,1,car,679.1,685.7,733.5,714.3
739,2,car,565.0,658.5,620.0,693.2
740,1,car,681.5,686.3,735.7,714.3
740,2,car,565.8,658.5,620.1,692.9
741,1,car,680.8,685.5,737.8,715.0
741,2,car,566.0,659.1,620.4,693.2
742,1,car,678.7,684.2,739.3,715.6
742,2,car,566.2,659.1,621.1,693.6
743,1,car,678.5,682.1,742.0,716.1
743,2,car,567.5,660.3,621.1,693.8
744,1,car,680.3,682.7,744.6,718.1
744,2,car,567.6,659.2,622.6,694.8
745,1,car,686.0,684.8,745.7,717.4
745,2,car,568.5,659.1,623.7,695.2
745,3,car,652.8,631.0,713.0,666.5
746,1,car,691.9,686.3,748.5,717.6
746,2,car,568.4,656.5,627.6,695.9
746,3,car,655.2,631.8,716.1,667.9
746,4,car,469.1,629.7,525.8,674.9
747,1,car,692.8,686.2,750.7,717.6
747,2,car,567.0,654.9,629.6,696.2
747,3,car,655.1,629.9,717.8,668.2
747,4,car,469.1,630.3,525.7,674.8
748,2,car,568.2,653.7,631.6,696.2
748,4,car,470.1,629.7,525.3,672.0
749,1,car,694.9,682.3,756.8,718.1
749,2,car,565.9,650.9,633.7,696.4
749,4,car,469.5,630.0,526.4,674.5
